id,company,product_series_id,part_number,converter_type,ac_voltage_input_min,ac_voltage_input_max,dc_voltage_input_min,dc_voltage_input_max,input_voltage_tolerance,power,is_regulated,regulation_voltage_range,efficiency,voltage_output_1,voltage_output_2,voltage_output_3,i_out1,i_out2,i_out3,output_type,pin_count,mounting_type,connection_type,dimensions_unit,dimensions_length,dimensions_width,dimensions_height,operating_temp_min,operating_temp_max,created_at,updated_at
6047,meanwell,566,HLG-100H-36,AC/DC,90,305,,,,95.4,true,,93,36,,,2.65,,,Single,5,Chassis Mount,,mm,220,68,38.8,-40,80,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6048,meanwell,566,HLG-100H-42,AC/DC,90,305,,,,95.76,true,,93,42,,,2.28,,,Single,5,Chassis Mount,,mm,220,68,38.8,-40,80,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6049,meanwell,566,HLG-100H-48,AC/DC,90,305,,,,96,true,,93,48,,,2,,,Single,5,Chassis Mount,,mm,220,68,38.8,-40,80,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6050,meanwell,566,HLG-100H-54,AC/DC,90,305,,,,95.58,true,,93,54,,,1.77,,,Single,5,Chassis Mount,,mm,220,68,38.8,-40,80,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6051,meanwell,567,HLN-60H-15,AC/DC,90,305,127,431,,60,true,,87,15,,,4,,,Single,5,Other,Wire,mm,161,61.5,35,-40,50,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6052,meanwell,567,HLN-60H-20,AC/DC,90,305,127,431,,60,true,,88.5,20,,,3,,,Single,5,Other,Wire,mm,161,61.5,35,-40,50,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6053,meanwell,567,HLN-60H-24,AC/DC,90,305,127,431,,60,true,,89,24,,,2.5,,,Single,5,Other,Wire,mm,161,61.5,35,-40,50,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6054,meanwell,567,HLN-60H-30,AC/DC,90,305,127,431,,60,true,,89.5,30,,,2,,,Single,5,Other,Wire,mm,161,61.5,35,-40,50,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6055,meanwell,567,HLN-60H-36,AC/DC,90,305,127,431,,61.2,true,,90,36,,,1.7,,,Single,5,Other,Wire,mm,161,61.5,35,-40,50,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6056,meanwell,567,HLN-60H-42,AC/DC,90,305,127,431,,60.9,true,,90,42,,,1.45,,,Single,5,Other,Wire,mm,161,61.5,35,-40,50,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6057,meanwell,567,HLN-60H-48,AC/DC,90,305,127,431,,62.4,true,,90.5,48,,,1.3,,,Single,5,Other,Wire,mm,161,61.5,35,-40,50,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6058,meanwell,567,HLN-60H-54,AC/DC,90,305,127,431,,62.1,true,,90.5,54,,,1.15,,,Single,5,Other,Wire,mm,161,61.5,35,-40,50,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6059,meanwell,568,DPAN02E-05,DC/DC,,,4.5,9,,2,true,2:1,78,5,-5,,0.2,0.2,,Dual,7,PCB Mount,THT,mm,21.8,9.2,11.1,-40,90,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6060,meanwell,568,DPAN02E-12,DC/DC,,,4.5,9,,2,true,2:1,80,12,-12,,0.083,0.083,,Dual,7,PCB Mount,THT,mm,21.8,9.2,11.1,-40,90,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6061,meanwell,568,DPAN02E-15,DC/DC,,,4.5,9,,2,true,2:1,80,15,-15,,0.067,0.067,,Dual,7,PCB Mount,THT,mm,21.8,9.2,11.1,-40,90,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6062,meanwell,568,DPAN02A-05,DC/DC,,,9,18,,2,true,2:1,79,5,-5,,0.2,0.2,,Dual,7,PCB Mount,THT,mm,21.8,9.2,11.1,-40,90,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6063,meanwell,568,DPAN02A-12,DC/DC,,,9,18,,2,true,2:1,82,12,-12,,0.083,0.083,,Dual,7,PCB Mount,THT,mm,21.8,9.2,11.1,-40,90,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6064,meanwell,568,DPAN02A-15,DC/DC,,,9,18,,2,true,2:1,83,15,-15,,0.067,0.067,,Dual,7,PCB Mount,THT,mm,21.8,9.2,11.1,-40,90,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6065,meanwell,568,DPAN02B-05,DC/DC,,,18,36,,2,true,2:1,79,5,-5,,0.2,0.2,,Dual,7,PCB Mount,THT,mm,21.8,9.2,11.1,-40,90,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6066,meanwell,568,DPAN02B-12,DC/DC,,,18,36,,2,true,2:1,81,12,-12,,0.083,0.083,,Dual,7,PCB Mount,THT,mm,21.8,9.2,11.1,-40,90,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6067,meanwell,568,DPAN02B-15,DC/DC,,,18,36,,2,true,2:1,85,15,-15,,0.067,0.067,,Dual,7,PCB Mount,THT,mm,21.8,9.2,11.1,-40,90,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6068,meanwell,568,DPAN02C-05,DC/DC,,,36,75,,2,true,2:1,78,5,-5,,0.2,0.2,,Dual,7,PCB Mount,THT,mm,21.8,9.2,11.1,-40,90,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6069,meanwell,568,DPAN02C-12,DC/DC,,,36,75,,2,true,2:1,82,12,-12,,0.083,0.083,,Dual,7,PCB Mount,THT,mm,21.8,9.2,11.1,-40,90,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6070,meanwell,568,DPAN02C-15,DC/DC,,,36,75,,2,true,2:1,84,15,-15,,0.067,0.067,,Dual,7,PCB Mount,THT,mm,21.8,9.2,11.1,-40,90,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6071,meanwell,569,HLG-120H-12,AC/DC,90,305,,,,120,true,,92,12,,,10,,,Single,5,Chassis Mount,Wire,mm,220,68,38.8,-40,80,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6072,meanwell,569,HLG-120H-15,AC/DC,90,305,,,,120,true,,92,15,,,8,,,Single,5,Chassis Mount,Wire,mm,220,68,38.8,-40,80,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6073,meanwell,569,HLG-120H-20,AC/DC,90,305,,,,120,true,,93,20,,,6,,,Single,5,Chassis Mount,Wire,mm,220,68,38.8,-40,80,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6074,meanwell,569,HLG-120H-24,AC/DC,90,305,,,,120,true,,93,24,,,5,,,Single,5,Chassis Mount,Wire,mm,220,68,38.8,-40,80,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6075,meanwell,569,HLG-120H-30,AC/DC,90,305,,,,120,true,,93,30,,,4,,,Single,5,Chassis Mount,Wire,mm,220,68,38.8,-40,80,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6076,meanwell,569,HLG-120H-36,AC/DC,90,305,,,,122.4,true,,93,36,,,3.4,,,Single,5,Chassis Mount,Wire,mm,220,68,38.8,-40,80,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6077,meanwell,569,HLG-120H-42,AC/DC,90,305,,,,121.8,true,,93,42,,,2.9,,,Single,5,Chassis Mount,Wire,mm,220,68,38.8,-40,80,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6078,meanwell,569,HLG-120H-48,AC/DC,90,305,,,,120,true,,93.5,48,,,2.5,,,Single,5,Chassis Mount,Wire,mm,220,68,38.8,-40,80,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6079,meanwell,569,HLG-120H-54,AC/DC,90,305,,,,124.2,true,,93.5,54,,,2.3,,,Single,5,Chassis Mount,Wire,mm,220,68,38.8,-40,80,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6080,meanwell,570,NLDD-350H,DC/DC,,,10,56,,18.2,true,,96,,,,0.35,,,Single,9,PCB Mount,THT,mm,32.1,20.5,12.5,-40,50,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6081,meanwell,570,NLDD-500H,DC/DC,,,10,56,,26,true,,96,,,,0.5,,,Single,9,PCB Mount,THT,mm,32.1,20.5,12.5,-40,50,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6082,meanwell,570,NLDD-700H,DC/DC,,,10,56,,36.4,true,,95,,,,0.7,,,Single,9,PCB Mount,THT,mm,32.1,20.5,12.5,-40,50,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6083,meanwell,570,NLDD-1050H,DC/DC,,,10,56,,54.6,true,,95,,,,1.05,,,Single,9,PCB Mount,THT,mm,32.1,20.5,12.5,-40,50,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6084,meanwell,570,NLDD-1200H,DC/DC,,,10,56,,55.2,true,,95,,,,1.2,,,Single,9,PCB Mount,THT,mm,32.1,20.5,12.5,-40,45,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6085,meanwell,570,NLDD-1400H,DC/DC,,,10,56,,64.4,true,,95,,,,1.4,,,Single,9,PCB Mount,THT,mm,32.1,20.5,12.5,-40,45,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6086,meanwell,571,APC-25-350,AC/DC,90,264,127,370,,24.5,true,,83,,,,0.35,,,Single,4,PCB Mount,Wire,mm,84,57,29.5,-30,70,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6087,meanwell,571,APC-25-500,AC/DC,90,264,127,370,,25.2,true,,83,,,,0.5,,,Single,4,PCB Mount,Wire,mm,84,57,29.5,-30,70,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6088,meanwell,571,APC-25-700,AC/DC,90,264,127,370,,25.2,true,,83,,,,0.7,,,Single,4,PCB Mount,Wire,mm,84,57,29.5,-30,70,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6089,meanwell,571,APC-25-1050,AC/DC,90,264,127,370,,25.2,true,,83,,,,1.05,,,Single,4,PCB Mount,Wire,mm,84,57,29.5,-30,70,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6090,meanwell,572,PWM-40-12,AC/DC,90,305,127,431,,40.08,true,,86,12,,,3.34,,,Single,6,Chassis Mount,Wire,mm,150,53,35,-40,85,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6091,meanwell,572,PWM-40-24,AC/DC,90,305,127,431,,40.08,true,,89,24,,,1.67,,,Single,6,Chassis Mount,Wire,mm,150,53,35,-40,85,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6092,meanwell,572,PWM-40-36,AC/DC,90,305,127,431,,40.32,true,,90,36,,,1.12,,,Single,6,Chassis Mount,Wire,mm,150,53,35,-40,85,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6093,meanwell,572,PWM-40-48,AC/DC,90,305,127,431,,40.32,true,,90,48,,,0.84,,,Single,6,Chassis Mount,Wire,mm,150,53,35,-40,85,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6094,meanwell,573,HLG-80H-12,AC/DC,90,305,127,431,,60,,,88,12,,,5,,,Single,5,Chassis Mount,Wire,mm,195.6,61.5,38.8,-40,80,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6095,meanwell,573,HLG-80H-15,AC/DC,90,305,127,431,,75,,,89,15,,,5,,,Single,5,Chassis Mount,Wire,mm,195.6,61.5,38.8,-40,80,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6096,meanwell,573,HLG-80H-20,AC/DC,90,305,127,431,,80,,,90,20,,,4,,,Single,5,Chassis Mount,Wire,mm,195.6,61.5,38.8,-40,80,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6097,meanwell,573,HLG-80H-24,AC/DC,90,305,127,431,,81.6,,,90.5,24,,,3.4,,,Single,5,Chassis Mount,Wire,mm,195.6,61.5,38.8,-40,80,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6098,meanwell,573,HLG-80H-30,AC/DC,90,305,127,431,,81,,,91,30,,,2.7,,,Single,5,Chassis Mount,Wire,mm,195.6,61.5,38.8,-40,80,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6099,meanwell,573,HLG-80H-36,AC/DC,90,305,127,431,,82.8,,,91,36,,,2.3,,,Single,5,Chassis Mount,Wire,mm,195.6,61.5,38.8,-40,80,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6100,meanwell,573,HLG-80H-42,AC/DC,90,305,127,431,,81.9,,,91,42,,,1.95,,,Single,5,Chassis Mount,Wire,mm,195.6,61.5,38.8,-40,80,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6101,meanwell,573,HLG-80H-48,AC/DC,90,305,127,431,,81.6,,,91,48,,,1.7,,,Single,5,Chassis Mount,Wire,mm,195.6,61.5,38.8,-40,80,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6102,meanwell,573,HLG-80H-54,AC/DC,90,305,127,431,,81,,,91,54,,,1.5,,,Single,5,Chassis Mount,Wire,mm,195.6,61.5,38.8,-40,80,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6103,meanwell,574,RSP-200-2.5,AC/DC,88,264,,,,100,,,79.5,2.5,,,40,,,Single,5,Chassis Mount,Terminal,mm,215,115,30,-30,70,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6104,meanwell,574,RSP-200-3.3,AC/DC,88,264,,,,132,,,81.5,3.3,,,40,,,Single,5,Chassis Mount,Terminal,mm,215,115,30,-30,70,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6105,meanwell,574,RSP-200-4,AC/DC,88,264,,,,160,,,84,4,,,40,,,Single,5,Chassis Mount,Terminal,mm,215,115,30,-30,70,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6106,meanwell,574,RSP-200-5,AC/DC,88,264,,,,200,,,85.5,5,,,40,,,Single,5,Chassis Mount,Terminal,mm,215,115,30,-30,70,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6107,meanwell,574,RSP-200-7.5,AC/DC,88,264,,,,200.25,,,89,7.5,,,26.7,,,Single,5,Chassis Mount,Terminal,mm,215,115,30,-30,70,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6108,meanwell,574,RSP-200-12,AC/DC,88,264,,,,200.4,,,89,12,,,16.7,,,Single,5,Chassis Mount,Terminal,mm,215,115,30,-30,70,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6109,meanwell,574,RSP-200-13.5,AC/DC,88,264,,,,201.15,,,89,13.5,,,14.9,,,Single,5,Chassis Mount,Terminal,mm,215,115,30,-30,70,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6110,meanwell,574,RSP-200-15,AC/DC,88,264,,,,201,,,89.5,15,,,13.4,,,Single,5,Chassis Mount,Terminal,mm,215,115,30,-30,70,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6111,meanwell,574,RSP-200-24,AC/DC,88,264,,,,201.6,,,89.5,24,,,8.4,,,Single,5,Chassis Mount,Terminal,mm,215,115,30,-30,70,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6112,meanwell,574,RSP-200-27,AC/DC,88,264,,,,202.5,,,89,27,,,7.5,,,Single,5,Chassis Mount,Terminal,mm,215,115,30,-30,70,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6113,meanwell,574,RSP-200-36,AC/DC,88,264,,,,200.16,,,90,36,,,5.56,,,Single,5,Chassis Mount,Terminal,mm,215,115,30,-30,70,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6114,meanwell,574,RSP-200-48,AC/DC,88,264,,,,201.6,,,90,48,,,4.2,,,Single,5,Chassis Mount,Terminal,mm,215,115,30,-30,70,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6115,meanwell,575,PWM-60-12KN,AC/DC,90,305,127,431,,60,true,,86,12,,,5,,,Single,6,Chassis Mount,Wire,mm,150,53,35,-35,85,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6116,meanwell,575,PWM-60-24KN,AC/DC,90,305,127,431,,60,true,,89,24,,,2.5,,,Single,6,Chassis Mount,Wire,mm,150,53,35,-35,85,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6117,meanwell,576,GST18E05-P1J,AC/DC,85,264,,,,15,,,81,5,,,3,,,Single,2,Wired,Wire,mm,79,54,33,-30,70,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6118,meanwell,576,GST18E07-P1J,AC/DC,85,264,,,,15,,,85,7.5,,,2,,,Single,2,Wired,Wire,mm,79,54,33,-30,70,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6119,meanwell,576,GST18E09-P1J,AC/DC,85,264,,,,18,,,85,9,,,2,,,Single,2,Wired,Wire,mm,79,54,33,-30,70,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6120,meanwell,576,GST18E12-P1J,AC/DC,85,264,,,,18,,,86,12,,,1.5,,,Single,2,Wired,Wire,mm,79,54,33,-30,70,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6121,meanwell,576,GST18E15-P1J,AC/DC,85,264,,,,18,,,87,15,,,1.2,,,Single,2,Wired,Wire,mm,79,54,33,-30,70,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6122,meanwell,576,GST18E18-P1J,AC/DC,85,264,,,,18,,,88,18,,,1,,,Single,2,Wired,Wire,mm,79,54,33,-30,70,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6123,meanwell,576,GST18E24-P1J,AC/DC,85,264,,,,18,,,88,24,,,0.75,,,Single,2,Wired,Wire,mm,79,54,33,-30,70,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6124,meanwell,576,GST18E28-P1J,AC/DC,85,264,,,,18,,,88.5,28,,,0.64,,,Single,2,Wired,Wire,mm,79,54,33,-30,70,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6125,meanwell,576,GST18E48-P1J,AC/DC,85,264,,,,18,,,89,48,,,0.375,,,Single,2,Wired,Wire,mm,79,54,33,-30,70,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6126,meanwell,577,SD-1000L-12,DC/DC,,,19,72,,720,true,2:1,84,12,,,60,,,Single,15,Chassis Mount,Terminal,mm,295,127,41,-20,60,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6127,meanwell,577,SD-1000L-24,DC/DC,,,19,72,,960,true,2:1,88,24,,,40,,,Single,15,Chassis Mount,Terminal,mm,295,127,41,-20,60,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6128,meanwell,577,SD-1000L-48,DC/DC,,,19,72,,1008,true,2:1,90,48,,,21,,,Single,15,Chassis Mount,Terminal,mm,295,127,41,-20,60,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6129,meanwell,577,SD-1000H-12,DC/DC,,,72,144,,720,true,2:1,85,12,,,60,,,Single,15,Chassis Mount,Terminal,mm,295,127,41,-20,60,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6130,meanwell,577,SD-1000H-24,DC/DC,,,72,144,,960,true,2:1,89,24,,,40,,,Single,15,Chassis Mount,Terminal,mm,295,127,41,-20,60,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6131,meanwell,577,SD-1000H-48,DC/DC,,,72,144,,1008,true,2:1,92,48,,,21,,,Single,15,Chassis Mount,Terminal,mm,295,127,41,-20,60,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6132,meanwell,578,PHP-3500-24,AC/DC,90,264,127,370,,3480,true,,95,24,,,145,,,Single,5,Chassis Mount,,mm,380,141.4,60,-30,70,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6133,meanwell,578,PHP-3500-48,AC/DC,90,264,127,370,,3504,true,,96,48,,,73,,,Single,5,Chassis Mount,,mm,380,141.4,60,-30,70,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6134,meanwell,579,SDP-001,AC/DC,,,,,,,,,,,,,,,,,1,Other,Terminal,mm,165,46,23,,,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6135,meanwell,421,LCM-60DA,AC/DC,180,295,254,392,,60.3,,,92,,,,,,,Single,7,PCB Mount,Terminal,mm,123.5,81.5,23,-30,90,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6136,meanwell,421,LCM-60DA-AUX,AC/DC,180,295,254,392,,60.3,,,92,12,,,0.05,,,Single,9,PCB Mount,Terminal,mm,123.5,81.5,23,-30,90,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6137,meanwell,421,LCM-60DA2,AC/DC,200,240,254,392,,60.3,,,92,,,,,,,Single,6,PCB Mount,Terminal,mm,123.5,81.5,23,-30,90,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6138,meanwell,,EPP-120S-12,AC/DC,80,264,113,370,,120,true,,91,12,,,9.5,,,Single,7,PCB Mount,THT,mm,76.2,50.8,28,-30,85,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6139,meanwell,,EPP-120S-15,AC/DC,80,264,113,370,,120,true,,92,15,,,7.6,,,Single,7,PCB Mount,THT,mm,76.2,50.8,28,-30,85,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6140,meanwell,,EPP-120S-24,AC/DC,80,264,113,370,,120,true,,93,24,,,5,,,Single,7,PCB Mount,THT,mm,76.2,50.8,28,-30,85,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6141,meanwell,,EPP-120S-27,AC/DC,80,264,113,370,,120,true,,94,27,,,4.44,,,Single,7,PCB Mount,THT,mm,76.2,50.8,28,-30,85,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6142,meanwell,,EPP-120S-48,AC/DC,80,264,113,370,,120,true,,93.5,48,,,2.5,,,Single,7,PCB Mount,THT,mm,76.2,50.8,28,-30,85,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6143,meanwell,,NPP-450-12,AC/DC,90,264,127,370,,420,,,92,14.4,,,25,,,Single,14,Chassis Mount,Terminal,mm,205,135,55,-30,70,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6144,meanwell,,NPP-450-24,AC/DC,90,264,127,370,,453.6,,,93,28.8,,,13.5,,,Single,14,Chassis Mount,Terminal,mm,205,135,55,-30,70,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6145,meanwell,,NPP-450-48,AC/DC,90,264,127,370,,456.96,,,93,57.6,,,6.8,,,Single,14,Chassis Mount,Terminal,mm,205,135,55,-30,70,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6146,meanwell,,NPP-450-72,AC/DC,90,264,127,370,,462,,,93,72,,,5.5,,,Single,14,Chassis Mount,Terminal,mm,205,135,55,-30,70,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6147,meanwell,,SPD-10S-277S,AC/DC,120,277,,,,,,,,,,,,,,Other,3,Wired,Wire,mm,46.36,56.76,26,-40,85,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6148,meanwell,580,RS-35-3.3,AC/DC,88,264,125,373,,23.1,true,,76.5,3.3,,,7,,,Single,5,Chassis Mount,Terminal,mm,99,82,36,-25,70,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6149,meanwell,580,RS-35-5,AC/DC,88,264,125,373,,35,true,,80.5,5,,,7,,,Single,5,Chassis Mount,Terminal,mm,99,82,36,-25,70,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6150,meanwell,580,RS-35-12,AC/DC,88,264,125,373,,36,true,,84.5,12,,,3,,,Single,5,Chassis Mount,Terminal,mm,99,82,36,-25,70,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6151,meanwell,580,RS-35-15,AC/DC,88,264,125,373,,36,true,,86,15,,,2.4,,,Single,5,Chassis Mount,Terminal,mm,99,82,36,-25,70,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6152,meanwell,580,RS-35-24,AC/DC,88,264,125,373,,36,true,,88,24,,,1.5,,,Single,5,Chassis Mount,Terminal,mm,99,82,36,-25,70,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6153,meanwell,580,RS-35-48,AC/DC,88,264,125,373,,38.4,true,,88.5,48,,,0.8,,,Single,5,Chassis Mount,Terminal,mm,99,82,36,-25,70,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6154,meanwell,581,EPS-25-3.3,AC/DC,85,264,120,370,,16.5,true,,79,3.3,,,5,,,Single,5,PCB Mount,Other,mm,76.2,50.8,24,-30,70,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6155,meanwell,581,EPS-25-5,AC/DC,85,264,120,370,,25,true,,81,5,,,5,,,Single,5,PCB Mount,Other,mm,76.2,50.8,24,-30,70,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6156,meanwell,581,EPS-25-7.5,AC/DC,85,264,120,370,,25.5,true,,83,7.5,,,3.4,,,Single,5,PCB Mount,Other,mm,76.2,50.8,24,-30,70,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6157,meanwell,581,EPS-25-12,AC/DC,85,264,120,370,,25.2,true,,86,12,,,2.1,,,Single,5,PCB Mount,Other,mm,76.2,50.8,24,-30,70,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6158,meanwell,581,EPS-25-15,AC/DC,85,264,120,370,,25.5,true,,87,15,,,1.7,,,Single,5,PCB Mount,Other,mm,76.2,50.8,24,-30,70,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6159,meanwell,581,EPS-25-24,AC/DC,85,264,120,370,,25.2,true,,88,24,,,1.05,,,Single,5,PCB Mount,Other,mm,76.2,50.8,24,-30,70,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6160,meanwell,581,EPS-25-27,AC/DC,85,264,120,370,,25.65,true,,89,27,,,0.95,,,Single,5,PCB Mount,Other,mm,76.2,50.8,24,-30,70,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6161,meanwell,581,EPS-25-36,AC/DC,85,264,120,370,,25.2,true,,89,36,,,0.7,,,Single,5,PCB Mount,Other,mm,76.2,50.8,24,-30,70,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6162,meanwell,581,EPS-25-48,AC/DC,85,264,120,370,,25.44,true,,90,48,,,0.53,,,Single,5,PCB Mount,Other,mm,76.2,50.8,24,-30,70,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6163,meanwell,582,HLG-60H-C350,AC/DC,90,305,127,431,,70,true,,91,,,,0.35,,,Single,7,Chassis Mount,Wire,mm,171,61.5,36.8,-40,80,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6164,meanwell,582,HLG-60H-C700,AC/DC,90,305,127,431,,70,true,,90.5,,,,0.7,,,Single,7,Chassis Mount,Wire,mm,171,61.5,36.8,-40,80,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6165,meanwell,583,GST120A12,AC/DC,85,264,,,,102,,,88.5,12,,,8.5,,,Single,4,Other,,mm,167,67,35,-30,70,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6166,meanwell,583,GST120A15,AC/DC,85,264,,,,105,,,89,15,,,7,,,Single,4,Other,,mm,167,67,35,-30,70,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6167,meanwell,583,GST120A20,AC/DC,85,264,,,,120,,,90,20,,,6,,,Single,4,Other,,mm,167,67,35,-30,70,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
6168,meanwell,583,GST120A24,AC/DC,85,264,,,,120,,,90.5,24,,,5,,,Single,4,Other,,mm,167,67,35,-30,70,2025-04-22 19:39:15.800,2025-04-22 19:39:15.800
